Level,Rank,Earnings,Points
Premier,1325,8115.02,69.61666666666666
Premier,1326,8115.02,69.61666666666666
Premier,1327,8115.02,69.61666666666666
Premier,1328,8115.02,69.61666666666666
Premier,1329,8115.02,69.61666666666666
Premier,1330,8115.02,69.61666666666666
Premier,1331,8115.02,69.61666666666666
Premier,1332,8115.02,69.61666666666666
Premier,1333,8115.02,69.61666666666666
Premier,1334,8115.02,69.61666666666666
Premier,1335,8115.02,69.61666666666666
Premier,1336,8115.02,69.61666666666666
Premier,1337,8115.02,69.61666666666666
Premier,1338,8115.02,69.61666666666666
Premier,1339,8115.02,69.61666666666666
Premier,1340,8115.02,69.61666666666666
Premier,1341,8115.02,69.61666666666666
Premier,1342,8115.02,69.61666666666666
Premier,1343,8115.02,69.61666666666666
Premier,1344,8115.02,69.61666666666666
Premier,1345,8115.02,69.61666666666666
Premier,1346,8115.02,69.61666666666666
Premier,1347,8115.02,69.61666666666666
Premier,1348,8115.02,69.61666666666666
Premier,1349,8115.02,69.61666666666666
Premier,1350,8115.02,69.61666666666666
Premier,1351,8115.02,69.61666666666666
Premier,1352,8115.02,69.61666666666666
Premier,1353,8115.02,69.61666666666666
Premier,1354,8115.02,69.61666666666666
Premier,1355,8115.02,69.61666666666666
Premier,1356,8115.02,69.61666666666666
Premier,1357,8115.02,69.61666666666666
Premier,1358,8115.02,69.61666666666666
Premier,1359,8115.02,69.61666666666666
Premier,1360,8115.02,78.36666666666667
Premier,1361,8115.02,78.36666666666667
Premier,1362,8115.02,78.36666666666667
Premier,1363,8115.02,78.36666666666667
Premier,1364,8115.02,78.36666666666667
Premier,1365,8115.02,78.36666666666667
Premier,1366,8115.02,78.36666666666667
Premier,1367,8115.02,78.36666666666667
Premier,1368,8115.02,78.36666666666667
Premier,1369,8115.02,78.36666666666667
Premier,1370,8115.02,78.36666666666667
Premier,1371,8115.02,78.36666666666667
Premier,1372,8115.02,159.96666666666667
Premier,1373,8115.02,159.96666666666667
Premier,1374,8115.02,159.96666666666667
Premier,1375,8115.02,159.96666666666667
Premier,1376,8115.02,159.96666666666667
Premier,1377,8115.02,159.96666666666667
Premier,1378,8115.02,159.96666666666667
Premier,1379,8115.02,159.96666666666667
Premier,1380,8115.02,159.96666666666667
Premier,1381,8115.02,159.96666666666667
Premier,1382,8115.02,159.96666666666667
Premier,1383,8115.02,159.96666666666667
Premier,1384,8115.02,159.96666666666667
Premier,1385,8115.02,159.96666666666667
Premier,1386,8115.02,159.96666666666667
Premier,1387,8115.02,159.96666666666667
Premier,1388,8115.02,159.96666666666667
Premier,1389,8115.02,159.96666666666667
Premier,1390,8115.02,159.96666666666667
Premier,1391,8115.02,159.96666666666667
Premier,1392,8115.02,159.96666666666667
Premier,1393,8115.02,159.96666666666667
Premier,1394,8115.02,159.96666666666667
Premier,1395,8115.02,159.96666666666667
Premier,1396,8115.02,159.96666666666667
Premier,1397,8115.02,159.96666666666667
Premier,1398,8115.02,159.96666666666667
Premier,1399,8115.02,159.96666666666667
Premier,1400,8115.02,159.96666666666667
Premier,1401,8115.02,159.96666666666667
Premier,1402,8115.02,159.96666666666667
Premier,1403,8115.02,159.96666666666667
Premier,1404,8115.02,159.96666666666667
Premier,1405,8115.02,159.96666666666667
Premier,1406,8115.02,159.96666666666667
Premier,1407,8115.02,159.96666666666667
Premier,1408,8115.02,159.96666666666667
Premier,1409,8115.02,159.96666666666667
Premier,1410,8115.02,159.96666666666667
Premier,1411,8115.02,159.96666666666667
Premier,1412,8115.02,159.96666666666667
Premier,1413,8115.02,159.96666666666667
Premier,1414,8115.02,159.96666666666667
Premier,1415,8115.02,159.96666666666667
Premier,1416,8115.02,159.96666666666667
Premier,1417,8115.02,159.96666666666667
Premier,1418,8115.02,159.96666666666667
Premier,1419,8115.02,159.96666666666667
Premier,1420,8115.02,159.96666666666667
Premier,1421,8115.02,159.96666666666667
Premier,1422,8115.02,159.96666666666667
Premier,1423,8115.02,159.96666666666667
Premier,1424,8115.02,159.96666666666667
Premier,1425,8115.02,159.96666666666667
Premier,1426,8115.02,159.96666666666667
Premier,1427,8115.02,159.96666666666667
Premier,1428,8115.02,159.96666666666667
Premier,1429,8115.02,159.96666666666667
Premier,1430,8115.02,159.96666666666667
Premier,1431,8115.02,159.96666666666667
Premier,1432,8115.02,159.96666666666667
Premier,1433,8115.02,159.96666666666667
Premier,1434,8115.02,159.96666666666667
Premier,1435,8115.02,159.96666666666667
Premier,1436,8115.02,159.96666666666667
Premier,1437,8115.02,159.96666666666667
Premier,1438,8115.02,159.96666666666667
Premier,1439,8115.02,159.96666666666667
Premier,1440,8115.02,159.96666666666667
Premier,1441,8115.02,159.96666666666667
Premier,1442,8115.02,159.96666666666667
Premier,1443,8115.02,159.96666666666667
Premier,1444,8115.02,159.96666666666667
Premier,1445,8115.02,159.96666666666667
Premier,1446,8115.02,159.96666666666667
Premier,1447,8115.02,159.96666666666667
Premier,1448,8115.02,159.96666666666667
Premier,1449,8115.02,159.96666666666667
Premier,1450,8115.02,159.96666666666667
Premier,1451,8115.02,159.96666666666667
Premier,1452,8115.02,159.96666666666667
Premier,1453,8115.02,159.96666666666667
Premier,1454,8115.02,159.96666666666667
Premier,1455,8115.02,159.96666666666667
Premier,1456,8115.02,159.96666666666667
Premier,1457,8115.02,159.96666666666667
Premier,1458,8115.02,159.96666666666667
Premier,1459,8115.02,159.96666666666667
Premier,1460,8115.02,159.96666666666667
Premier,1461,8115.02,159.96666666666667
Premier,1462,8115.02,159.96666666666667
Premier,1463,8115.02,159.96666666666667
Premier,1464,8115.02,159.96666666666667
Premier,1465,8115.02,159.96666666666667
Premier,1466,8115.02,159.96666666666667
Premier,1467,8115.02,159.96666666666667
Premier,1468,8115.02,159.96666666666667
Premier,1469,8115.02,159.96666666666667
Premier,1470,8115.02,159.96666666666667
Premier,1471,8115.02,159.96666666666667
Premier,1472,8115.02,159.96666666666667
Premier,1473,8115.02,159.96666666666667
Premier,1474,8115.02,159.96666666666667
Premier,1475,8115.02,159.96666666666667
Premier,1476,8115.02,159.96666666666667
Premier,1477,8115.02,159.96666666666667
Premier,1478,8115.02,159.96666666666667
Premier,1479,8115.02,159.96666666666667
Premier,1480,8115.02,159.96666666666667
Premier,1481,8115.02,159.96666666666667
Premier,1482,8115.02,159.96666666666667
Premier,1483,8115.02,159.96666666666667
Premier,1484,8115.02,159.96666666666667
Premier,1485,8115.02,159.96666666666667
Premier,1486,8115.02,159.96666666666667
Premier,1487,8115.02,159.96666666666667
Premier,1488,8115.02,159.96666666666667
Premier,1489,8115.02,323.76666666666665
Premier,1490,8115.02,323.76666666666665
Premier,1491,8115.02,323.76666666666665
Premier,1492,8115.02,323.76666666666665
Premier,1493,8115.02,323.76666666666665
Premier,1494,8115.02,323.76666666666665
Premier,1495,8115.02,323.76666666666665
Premier,1496,8115.02,323.76666666666665
Premier,1497,8115.02,323.76666666666665
Premier,1498,8115.02,323.76666666666665
Premier,1499,8115.02,323.76666666666665
PremierMandatory,1,363271.7352914864,529.6055753968254
PremierMandatory,2,138646.87637445887,386.10928030303035
PremierMandatory,3,354922.4995620491,446.7822136197137
PremierMandatory,4,125202.9250357143,408.4296428571428
PremierMandatory,5,220356.37049747474,447.0775155481773
PremierMandatory,6,402171.63376587303,472.8803192640693
PremierMandatory,7,206389.9407460318,355.876011904762
PremierMandatory,8,413654.68111435784,458.3861507936508
PremierMandatory,9,249880.9655696249,397.819264069264
PremierMandatory,10,429935.21573840047,513.8123953823956
PremierMandatory,11,260810.91095707074,493.51676046176016
PremierMandatory,12,464286.7689484126,601.1559523809524
PremierMandatory,13,190323.56355952378,228.5546626984126
PremierMandatory,14,238585.96954761908,307.5807503607503
PremierMandatory,15,329100.17236255406,309.41199675324674
PremierMandatory,16,118549.93335714284,324.59547619047623
PremierMandatory,17,363553.78520238097,543.8427777777778
PremierMandatory,18,146288.4663214286,288.5473376623376
PremierMandatory,19,227597.28890889662,408.87154761904765
PremierMandatory,20,235284.19647724513,418.8521266233765
PremierMandatory,21,496756.49080952373,410.2837319624821
PremierMandatory,22,227896.24415440112,374.7007661782663
PremierMandatory,23,130330.83352380956,357.4279220779221
PremierMandatory,24,150477.59000396825,335.2818885281385
PremierMandatory,25,186209.56535714288,204.8373214285714
PremierMandatory,26,170268.96384920637,356.9185714285714
PremierMandatory,27,113973.752047619,265.47303571428574
PremierMandatory,28,147595.85379761903,277.21860569985563
PremierMandatory,29,189250.22351587308,377.87315476190474
PremierMandatory,30,182140.43245238095,395.0571428571429
PremierMandatory,31,99952.48719047617,355.1355952380953
PremierMandatory,32,94004.12306068931,230.3216432178932
PremierMandatory,33,89289.38858730158,235.8965043290043
PremierMandatory,34,163219.00458333336,332.28242063492064
PremierMandatory,35,133489.76894516597,41.39238095238095
PremierMandatory,36,87250.23643217894,206.0346825396825
PremierMandatory,37,82101.01225252524,241.33773809523808
PremierMandatory,38,67295.83710317459,71.4922619047619
PremierMandatory,39,79926.76049999997,435.9466341991342
PremierMandatory,40,111658.06203571428,405.83178571428573
PremierMandatory,41,45674.495595238084,50.7385119047619
PremierMandatory,42,61433.95967857142,280.9235119047619
PremierMandatory,43,66384.06942857143,291.14196428571427
PremierMandatory,44,297560.5981706349,431.58309523809504
PremierMandatory,45,103593.253468254,116.54460317460318
PremierMandatory,46,57426.412547619046,240.09597402597402
PremierMandatory,47,207290.95336580087,351.2524891774891
PremierMandatory,48,53986.7790952381,33.8915873015873
PremierMandatory,49,103342.37573015872,295.224880952381
PremierMandatory,50,57650.0672936508,234.36426587301585
PremierMandatory,51,84898.02413672436,242.33806998557003
PremierMandatory,52,108752.3550238095,304.4945238095237
PremierMandatory,53,83526.81033333333,316.04952380952375
PremierMandatory,54,67508.26183333334,336.28392857142865
PremierMandatory,55,63139.54328571429,321.930119047619
PremierMandatory,56,60702.89599999999,411.2832142857143
PremierMandatory,57,48343.29276190476,275.26976190476194
PremierMandatory,58,62993.33640873017,284.91690476190473
PremierMandatory,59,73788.32821428572,61.08619047619047
PremierMandatory,60,82862.62650793653,399.3262226662228
PremierMandatory,61,80958.7260357143,78.702818986569
PremierMandatory,62,67500.1418809524,39.58
PremierMandatory,63,92799.8027142857,233.97303571428577
PremierMandatory,64,68236.75178571427,257.12045634920645
PremierMandatory,65,54497.787833333336,59.125277777777804
PremierMandatory,66,44868.10783333332,29.07
PremierMandatory,67,44032.674666666666,26.04666666666667
PremierMandatory,68,50285.1316904762,32.93166666666666
PremierMandatory,69,44015.06391666666,31.08214285714285
PremierMandatory,70,60103.896888888885,268.86063492063494
PremierMandatory,71,58427.28183477634,301.41876984126986
PremierMandatory,72,65300.791,251.795
PremierMandatory,73,60549.201472222216,266.95964285714285
PremierMandatory,74,108260.91859523811,105.42777958152953
PremierMandatory,75,66526.69846031744,323.16898809523815
PremierMandatory,76,93366.55612698408,315.8675
PremierMandatory,77,48820.549750000006,338.8757738095239
PremierMandatory,78,93800.94561904763,83.53424603174604
PremierMandatory,79,74747.3833095238,379.5562500000001
PremierMandatory,80,56995.40493650794,326.88242063492066
PremierMandatory,81,46027.16002380952,68.31238095238098
PremierMandatory,82,63586.370476190474,233.45148809523812
PremierMandatory,83,82213.35221428574,117.4
PremierMandatory,84,46233.274000000005,30.594154040404035
PremierMandatory,85,104590.41511904761,264.10019480519475
PremierMandatory,86,43404.58261904762,53.4366829004329
PremierMandatory,87,58213.097845238095,261.3388095238095
PremierMandatory,88,45004.97308333334,27.570873015873012
PremierMandatory,89,37137.69583333333,26.44168831168831
PremierMandatory,90,44246.46366666668,26.876785714285717
PremierMandatory,91,43992.78142857143,26.638333333333335
PremierMandatory,92,40092.26633333334,23.085416666666664
PremierMandatory,93,132385.08966666667,137.4007142857143
PremierMandatory,94,46950.828583333336,274.73303571428573
PremierMandatory,95,60140.274523809545,332.17134920634925
PremierMandatory,96,38854.776999999995,59.111111111111114
PremierMandatory,97,57751.79384920633,243.86511904761915
PremierMandatory,98,46365.32814285714,55.9509523809524
PremierMandatory,99,44028.82876190476,24.56041666666667
PremierMandatory,100,59757.36699603176,326.20702380952383
PremierMandatory,101,54171.493738095254,38.70779761904761
PremierMandatory,102,37842.496,28.579940476190476
PremierMandatory,103,55493.042,655.8416666666666
PremierMandatory,104,45791.89708333334,254.822876984127
PremierMandatory,105,44930.77386904761,43.893174603174614
PremierMandatory,106,44307.911095238094,26.6225
PremierMandatory,107,44350.13966666667,33.71142857142857
PremierMandatory,108,37727.10680952381,19.824166666666667
PremierMandatory,109,43534.98367460316,26.427380952380954
PremierMandatory,110,44148.99921428571,25.901289682539677
PremierMandatory,111,44150.335714285706,33.75166666666667
PremierMandatory,112,50457.545047619045,35.13714285714286
PremierMandatory,113,46014.5668452381,259.62410714285716
PremierMandatory,114,51656.516500000005,58.81821428571428
PremierMandatory,115,44792.75179761904,28.31255952380952
PremierMandatory,116,43977.64233333334,28.25744047619048
PremierMandatory,117,79073.3925,28.25744047619048
PremierMandatory,118,44249.9775,16.115
PremierMandatory,119,34364.9425,12.57625
PremierMandatory,120,35908.64985714286,17.316964285714285
PremierMandatory,121,37361.55625,18.0925
PremierMandatory,122,35929.82166666666,17.7725
PremierMandatory,123,31808.531666666666,12.8875
PremierMandatory,124,35644.812333333335,49.7425
PremierMandatory,125,69789.0733809524,324.7365476190476
PremierMandatory,126,43373.84154761906,60.81511904761905
PremierMandatory,127,40307.21404761905,22.039285714285715
PremierMandatory,128,47539.46571428572,28.9875
PremierMandatory,129,51786.78,36.527142857142856
PremierMandatory,130,39224.65,21.023928571428574
PremierMandatory,131,38667.83,21.6025
PremierMandatory,132,35719.82633333333,14.513333333333332
PremierMandatory,133,40974.34966666666,17.079166666666666
PremierMandatory,134,49356.45783333334,30.731190476190477
PremierMandatory,135,37034.50916666666,19.33535714285715
PremierMandatory,136,44621.9760952381,27.8425
PremierMandatory,137,45257.94376190476,27.054999999999996
PremierMandatory,138,42800.109738095234,19.078333333333333
PremierMandatory,139,38774.694333333326,20.67
PremierMandatory,140,50877.24883333333,35.57
PremierMandatory,141,52957.729833333324,29.58833333333333
PremierMandatory,142,44446.28854761904,26.415416666666662
PremierMandatory,143,44446.92854761904,15.412500000000001
PremierMandatory,144,53372.05349999999,30.825
PremierMandatory,145,57022.53666666667,21.2
PremierMandatory,146,54856.9,35.85
PremierMandatory,147,49252.04666666666,27.85
PremierMandatory,148,43196.44,40.160833333333336
PremierMandatory,149,75675.86366666666,236.05781746031752
PremierMandatory,150,75234.39366666666,236.05781746031752
PremierMandatory,151,54200.98766666667,235.75781746031754
PremierMandatory,152,40381.29,29.209285714285713
PremierMandatory,153,33476.864,11.416666666666664
PremierMandatory,154,31610.054,11.2
PremierMandatory,155,35855.505,19.3
PremierMandatory,156,33188.836,14.5
PremierMandatory,157,30775.25,11.975
PremierMandatory,158,30841.89,12.884642857142858
PremierMandatory,159,35568.31464285714,16.56214285714286
PremierMandatory,160,33309.471,13.1875
PremierMandatory,161,42162.477333333336,22.34666666666667
PremierMandatory,162,50713.03199999999,34.196666666666665
PremierMandatory,163,51351.10199999999,35.46666666666667
PremierMandatory,164,59034.645,36.59666666666667
PremierMandatory,165,58130.13,41.3
PremierMandatory,166,49681.08,31.566666666666666
PremierMandatory,167,54570.065,37.766666666666666
PremierMandatory,168,50159.24083333333,29.85
PremierMandatory,169,49179.24083333332,26.15
PremierMandatory,170,40731.77583333333,22.85
PremierMandatory,171,38296.22,16.15
PremierMandatory,172,44477.22,16.6
PremierMandatory,173,85893.50583333334,18.03333333333333
PremierMandatory,174,87535.75883333333,31.336666666666666
PremierMandatory,175,47338.16416666668,31.336666666666666
PremierMandatory,176,45046.07416666667,31.336666666666666
PremierMandatory,177,35945.948000000004,17.77
PremierMandatory,178,31957.078666666668,20.82
PremierMandatory,179,31730.278666666665,34.67
PremierMandatory,180,33993.638666666666,34.67
PremierMandatory,181,42760.232,89.83666666666667
PremierMandatory,182,75854.57,223.9
PremierMandatory,183,191080.61,223.95
PremierMandatory,184,191158.73,224.4
PremierMandatory,185,191287.47,224.4
PremierMandatory,186,193018.46,224.85
PremierMandatory,187,81501.81,112.85
PremierMandatory,188,81501.81,112.85
PremierMandatory,189,58312.61,51.85
PremierMandatory,190,54655.49,31.75
PremierMandatory,191,58139.33,106.35
PremierMandatory,192,55094.08,102.85
PremierMandatory,193,65363.98,269.1
PremierMandatory,194,85385.41,609.3
PremierMandatory,195,78035.11,607.8
PremierMandatory,196,45275.11,260.7
PremierMandatory,197,45275.11,103.2
PremierMandatory,198,44368.86,108.9
PremierMandatory,199,37358.49,46.6
PremierMandatory,200,32815.54,20.2
PremierMandatory,201,35736.6,16.15
PremierMandatory,202,34953.76,16.15
PremierMandatory,203,35076.8,16.15
PremierMandatory,204,40530.22,22.9
PremierMandatory,205,41112.62,22.9
PremierMandatory,206,41314.98,23.05
PremierMandatory,207,34337.98,16.1
PremierMandatory,208,34712.37,16.7
PremierMandatory,209,40427.97,23.95
PremierMandatory,210,44635.11,29.2
PremierMandatory,211,52250.95,37.3
PremierMandatory,212,52315.71,37.3
PremierMandatory,213,45926.25,29.25
PremierMandatory,214,45907.33,29.25
PremierMandatory,215,43256.66,26.35
PremierMandatory,216,42806.48,23.55
PremierMandatory,217,42643.33,22.5
PremierMandatory,218,40858.29,22.5
PremierMandatory,219,40858.29,16.2
PremierMandatory,220,35704.62,16.0
PremierMandatory,221,35433.08,20.8
PremierMandatory,222,39439.83,20.8
PremierMandatory,223,38541.94,19.9
PremierMandatory,224,38541.94,19.9
PremierMandatory,225,33556.27,14.95
PremierMandatory,226,33556.27,14.95
PremierMandatory,227,33317.43,14.5
PremierMandatory,228,33317.43,14.5
PremierMandatory,229,31554.36,20.35
PremierMandatory,230,32202.13,24.65
PremierMandatory,231,31298.36,24.65
PremierMandatory,232,32387.523333333334,26.725
PremierMandatory,233,32409.233333333334,20.575
PremierMandatory,234,32409.233333333334,20.575
PremierMandatory,235,35605.256,70.56333333333333
PremierMandatory,236,35605.256,149.28833333333333
PremierMandatory,237,35296.516,166.78833333333336
PremierMandatory,238,35587.786,166.78833333333336
PremierMandatory,239,42766.27285714285,448.47333333333336
PremierMandatory,240,65025.57719047619,448.47333333333336
PremierMandatory,241,67303.50719047619,448.47333333333336
PremierMandatory,242,87678.09733333334,718.0483333333334
PremierMandatory,243,87967.69733333334,718.0483333333334
PremierMandatory,244,87981.13733333335,718.0483333333334
PremierMandatory,245,65346.84,277.66
PremierMandatory,246,55921.25,277.66
PremierMandatory,247,52180.61,277.66
PremierMandatory,248,39451.01,277.66
PremierMandatory,249,37298.79,277.66
PremierMandatory,250,42593.94,277.66
PremierMandatory,251,42593.94,277.66
PremierMandatory,252,42593.94,277.66
PremierMandatory,253,42593.94,277.66
PremierMandatory,254,42593.94,277.66
PremierMandatory,255,42593.94,99.66
PremierMandatory,256,42593.94,99.66
PremierMandatory,257,42593.94,99.66
PremierMandatory,258,42593.94,85.66
PremierMandatory,259,42593.94,85.66
PremierMandatory,260,41330.38,56.15
PremierMandatory,261,41330.38,56.15
PremierMandatory,262,41330.38,20.55
PremierMandatory,263,42856.68,17.55
PremierMandatory,264,42489.72,14.75
PremierMandatory,265,42489.72,14.75
PremierMandatory,266,42489.72,14.75
PremierMandatory,267,42489.72,14.15
PremierMandatory,268,42489.72,14.15
PremierMandatory,269,42489.72,14.15
PremierMandatory,270,42185.56,13.75
PremierMandatory,271,42970.36,13.75
PremierMandatory,272,42978.22,13.75
PremierMandatory,273,42445.7,18.85
PremierMandatory,274,42445.7,18.85
PremierMandatory,275,42445.7,18.85
PremierMandatory,276,42279.49,18.85
PremierMandatory,277,42279.49,19.9
PremierMandatory,278,42105.47,19.9
PremierMandatory,279,42105.47,14.5
PremierMandatory,280,42105.47,14.8
PremierMandatory,281,42105.47,14.8
PremierMandatory,282,42105.47,14.8
PremierMandatory,283,42105.47,20.95
PremierMandatory,284,42105.47,20.95
PremierMandatory,285,42515.06,20.95
PremierMandatory,286,40268.84,20.5
PremierMandatory,287,40268.84,22.6
PremierMandatory,288,40268.84,22.6
PremierMandatory,289,40268.84,22.6
PremierMandatory,290,40268.84,20.2
PremierMandatory,291,40235.72,20.2
PremierMandatory,292,40107.48,20.2
PremierMandatory,293,40107.48,20.95
PremierMandatory,294,33638.04,15.85
PremierMandatory,295,33638.04,15.85
PremierMandatory,296,33638.04,15.4
PremierMandatory,297,33638.04,15.4
PremierMandatory,298,33638.04,15.4
PremierMandatory,299,33082.05,14.2
PremierMandatory,300,38814.6,19.9
PremierMandatory,301,38814.6,19.9
PremierMandatory,302,38814.6,19.9
PremierMandatory,303,38814.6,19.9
PremierMandatory,304,38814.6,19.9
PremierMandatory,305,33354.2,13.6
PremierMandatory,306,33340.24,13.6
PremierMandatory,307,33736.33,13.75
PremierMandatory,308,33736.33,13.75
PremierMandatory,309,33736.33,13.75
PremierMandatory,310,33736.33,13.75
PremierMandatory,311,31624.07,12.1
PremierMandatory,312,32923.05,13.9
PremierMandatory,313,32923.05,13.9
PremierMandatory,314,32923.05,13.9
PremierMandatory,315,32923.05,13.9
PremierMandatory,316,33051.15,13.9
PremierMandatory,317,34017.23,14.2
PremierMandatory,318,40115.63,20.35
PremierMandatory,319,40115.63,20.35
PremierMandatory,320,40357.87,20.65
PremierMandatory,321,40357.87,20.65
PremierMandatory,322,40489.42,20.65
PremierMandatory,323,42513.82,22.9
PremierMandatory,324,42489.18,22.9
PremierMandatory,325,42489.18,22.9
PremierMandatory,326,42973.82,24.1
PremierMandatory,327,43093.4,24.4
PremierMandatory,328,43065.53,24.4
PremierMandatory,329,42933.58,23.95
PremierMandatory,330,42933.58,23.95
PremierMandatory,331,42933.58,23.95
PremierMandatory,332,42298.78,23.95
PremierMandatory,333,42388.48,24.1
PremierMandatory,334,41331.98,23.2
PremierMandatory,335,41331.98,23.2
PremierMandatory,336,41728.32,23.2
PremierMandatory,337,39964.47,20.95
PremierMandatory,338,35099.71,14.05
PremierMandatory,339,35090.07,14.05
PremierMandatory,340,35090.07,14.05
PremierMandatory,341,35090.07,14.05
PremierMandatory,342,35161.91,14.05
PremierMandatory,343,35161.91,14.05
PremierMandatory,344,40712.14,21.1
PremierMandatory,345,40712.14,21.1
PremierMandatory,346,40712.14,21.1
PremierMandatory,347,40712.14,21.1
PremierMandatory,348,40712.14,20.95
PremierMandatory,349,40712.14,20.95
PremierMandatory,350,40712.14,20.95
PremierMandatory,351,40590.17,20.5
PremierMandatory,352,39795.77,19.75
PremierMandatory,353,39730.07,19.75
PremierMandatory,354,39966.85,19.75
PremierMandatory,355,39966.85,19.75
PremierMandatory,356,39967.21,19.75
PremierMandatory,357,39967.21,19.75
PremierMandatory,358,34336.36,13.6
PremierMandatory,359,34336.36,14.05
PremierMandatory,360,34309.96,14.05
PremierMandatory,361,34309.96,14.05
PremierMandatory,362,33551.62,11.5
PremierMandatory,363,33551.62,11.85
PremierMandatory,364,33549.94,11.85
PremierMandatory,365,33549.94,11.85
PremierMandatory,366,33549.94,11.85
PremierMandatory,367,33549.94,11.85
PremierMandatory,368,38846.73,12.0
PremierMandatory,369,38846.73,12.0
PremierMandatory,370,38924.25,12.0
PremierMandatory,371,38924.25,12.0
PremierMandatory,372,34686.83,12.0
PremierMandatory,373,35208.95,15.0
PremierMandatory,374,35237.09,15.0
PremierMandatory,375,35237.09,15.0
PremierMandatory,376,40905.74,20.7
PremierMandatory,377,40905.74,20.7
PremierMandatory,378,40905.74,20.7
PremierMandatory,379,41071.8,20.9
PremierMandatory,380,41071.8,20.9
PremierMandatory,381,41071.8,20.9
PremierMandatory,382,41071.8,21.65
PremierMandatory,383,41071.8,21.65
PremierMandatory,384,41071.8,21.65
PremierMandatory,385,41239.31,21.65
PremierMandatory,386,41239.31,23.75
PremierMandatory,387,41239.31,23.75
PremierMandatory,388,41239.31,23.75
PremierMandatory,389,41239.31,23.75
PremierMandatory,390,41239.31,23.75
PremierMandatory,391,41239.31,23.75
PremierMandatory,392,41239.31,23.75
PremierMandatory,393,41836.23,24.1
PremierMandatory,394,41836.23,24.1
PremierMandatory,395,42851.85,24.1
PremierMandatory,396,42723.24,24.1
PremierMandatory,397,44493.07,26.9
PremierMandatory,398,44473.17,26.9
PremierMandatory,399,51862.09,30.3
PremierMandatory,400,49268.7,29.1
PremierMandatory,401,49268.7,29.1
PremierMandatory,402,49268.7,29.1
PremierMandatory,403,48928.64,28.95
PremierMandatory,404,48928.64,28.95
PremierMandatory,405,48928.64,28.95
PremierMandatory,406,48928.64,28.95
PremierMandatory,407,48928.64,28.95
PremierMandatory,408,48928.64,28.95
PremierMandatory,409,48928.64,37.95
PremierMandatory,410,48928.64,36.6
PremierMandatory,411,48928.64,36.6
PremierMandatory,412,48928.64,36.15
PremierMandatory,413,48928.64,36.15
PremierMandatory,414,48928.64,36.15
PremierMandatory,415,48928.64,36.15
PremierMandatory,416,48928.64,36.15
PremierMandatory,417,48928.64,36.15
PremierMandatory,418,48911.57,36.15
PremierMandatory,419,48911.57,36.3
PremierMandatory,420,48911.57,36.3
PremierMandatory,421,36102.73,21.25
PremierMandatory,422,36102.73,21.25
PremierMandatory,423,32598.37,13.9
PremierMandatory,424,32417.11,12.9
PremierMandatory,425,34211.24,16.2
PremierMandatory,426,34211.24,16.2
PremierMandatory,427,40422.76,21.6
PremierMandatory,428,40422.76,21.6
PremierMandatory,429,40422.76,21.6
PremierMandatory,430,40422.76,21.6
PremierMandatory,431,40422.76,21.6
PremierMandatory,432,40422.76,21.6
PremierMandatory,433,40422.76,21.6
PremierMandatory,434,40422.76,21.6
PremierMandatory,435,40422.76,21.6
PremierMandatory,436,40422.76,21.6
PremierMandatory,437,40422.76,21.6
PremierMandatory,438,40249.14,21.0
PremierMandatory,439,40249.14,21.6
PremierMandatory,440,40249.14,21.6
PremierMandatory,441,40249.14,21.6
PremierMandatory,442,41789.27,23.7
PremierMandatory,443,41789.27,23.7
PremierMandatory,444,41789.27,23.7
PremierMandatory,445,41789.27,23.7
PremierMandatory,446,41629.49,23.7
PremierMandatory,447,42181.89,23.7
PremierMandatory,448,42181.89,23.7
PremierMandatory,449,42710.89,24.3
PremierMandatory,450,42711.97,24.3
PremierMandatory,451,42711.97,24.3
PremierMandatory,452,42711.97,24.3
PremierMandatory,453,42711.97,24.3
PremierMandatory,454,42711.97,24.3
PremierMandatory,455,42827.75,24.75
PremierMandatory,456,42663.95,24.45
PremierMandatory,457,42672.9,24.6
PremierMandatory,458,42672.9,24.6
PremierMandatory,459,42672.9,24.675
PremierMandatory,460,42482.07,24.425
PremierMandatory,461,42482.07,24.425
PremierMandatory,462,42482.07,24.425
PremierMandatory,463,42482.07,24.425
PremierMandatory,464,42966.47,24.425
PremierMandatory,465,42966.47,24.425
PremierMandatory,466,42966.47,24.425
PremierMandatory,467,42966.47,24.425
PremierMandatory,468,42966.47,24.275
PremierMandatory,469,42966.47,24.275
PremierMandatory,470,42911.24,24.125
PremierMandatory,471,42911.24,24.125
PremierMandatory,472,42911.24,24.125
PremierMandatory,473,42911.24,24.125
PremierMandatory,474,42409.90083333333,23.325
PremierMandatory,475,42409.90083333333,23.325
PremierMandatory,476,42409.90083333333,23.325
PremierMandatory,477,42409.90083333333,23.325
PremierMandatory,478,41816.98083333333,23.325
PremierMandatory,479,41816.98083333333,23.325
PremierMandatory,480,41816.98083333333,23.325
PremierMandatory,481,41816.98083333333,23.325
PremierMandatory,482,40504.34125,22.065
PremierMandatory,483,40504.34125,22.065
PremierMandatory,484,40504.34125,22.065
PremierMandatory,485,40504.34125,22.065
PremierMandatory,486,40504.34125,22.065
PremierMandatory,487,40504.34125,22.065
PremierMandatory,488,37650.951666666675,17.86
PremierMandatory,489,37632.481666666674,17.86
PremierMandatory,490,37632.481666666674,17.86
